Province,Hospital Name,Class,Room,Available Beds,Last Update
SUMATERA UTARA,RS Umum Efarina Etaham,Kelas III,Ruang SIANTAR 205,2,diupdate kurang dari 1 menit yang lalu
SUMATERA UTARA,RS Umum Yoshua,Kelas I,Ruang MERPATI 4,1,diupdate 8 jam yang lalu
SUMATERA UTARA,RS Umum Yoshua,Kelas I,Ruang MERPATI 7,1,diupdate 8 jam yang lalu
SUMATERA UTARA,RS Umum Yoshua,Kelas I,Ruang MERPATI 1,0,diupdate 8 jam yang lalu
SUMATERA UTARA,RS Umum Yoshua,Kelas I,Ruang MERPATI 3,1,diupdate 8 jam yang lalu
SUMATERA UTARA,RS Umum Yoshua,Kelas I,Ruang MERPATI 6,0,diupdate 8 jam yang lalu
SUMATERA UTARA,RS Umum Yoshua,Kelas I,Ruang MERPATI 8,1,diupdate 8 jam yang lalu
SUMATERA UTARA,RS Umum Yoshua,Kelas I,Ruang MERPATI 2,0,diupdate 8 jam yang lalu
SUMATERA UTARA,RS Umum Yoshua,Kelas I,Ruang MERPATI 5,0,diupdate 8 jam yang lalu
SUMATERA UTARA,RS Umum Yoshua,Kelas I,Ruang MERPATI 9,1,diupdate 8 jam yang lalu
SUMATERA UTARA,RS Umum Yoshua,Kelas I,Ruang MERPATI 10,1,diupdate 8 jam yang lalu
SUMATERA UTARA,RS Umum Yoshua,Kelas II,Ruang NURI 2,2,diupdate 8 jam yang lalu
SUMATERA UTARA,RS Umum Yoshua,Kelas II,Ruang NURI 5,2,diupdate 8 jam yang lalu
SUMATERA UTARA,RS Umum Yoshua,Kelas II,Ruang NURI 8,2,diupdate 8 jam yang lalu
SUMATERA UTARA,RS Umum Yoshua,Kelas II,Ruang NURI 11,2,diupdate 8 jam yang lalu
SUMATERA UTARA,RS Umum Yoshua,Kelas II,Ruang NURI 1,2,diupdate 8 jam yang lalu
SUMATERA UTARA,RS Umum Yoshua,Kelas II,Ruang NURI 4,2,diupdate 8 jam yang lalu
SUMATERA UTARA,RS Umum Yoshua,Kelas II,Ruang NURI 7,2,diupdate 8 jam yang lalu
SUMATERA UTARA,RS Umum Yoshua,Kelas II,Ruang NURI 10,2,diupdate 8 jam yang lalu
SUMATERA UTARA,RS Umum Yoshua,Kelas II,Ruang NURI 3,0,diupdate 8 jam yang lalu
SUMATERA UTARA,RS Umum Yoshua,Kelas II,Ruang NURI 6,2,diupdate 8 jam yang lalu
SUMATERA UTARA,RS Umum Yoshua,Kelas II,Ruang NURI 9,2,diupdate 8 jam yang lalu
SUMATERA UTARA,RS Umum Yoshua,Kelas III,Ruang MERAK 5,2,diupdate 8 jam yang lalu
SUMATERA UTARA,RS Umum Yoshua,Kelas III,Ruang MERPATI 10,2,diupdate 8 jam yang lalu
SUMATERA UTARA,RS Umum Yoshua,Kelas III,Ruang RAJAWALI,2,diupdate 8 jam yang lalu
SUMATERA UTARA,RS Umum Yoshua,Kelas III,Ruang MERAK 1,2,diupdate 8 jam yang lalu
SUMATERA UTARA,RS Umum Yoshua,Kelas III,Ruang MERAK 4,0,diupdate 8 jam yang lalu
SUMATERA UTARA,RS Umum Yoshua,Kelas III,Ruang GARUDA 1,4,diupdate 8 jam yang lalu
SUMATERA UTARA,RS Umum Yoshua,Kelas III,Ruang GELATIK,3,diupdate 8 jam yang lalu
SUMATERA UTARA,RS Umum Yoshua,Kelas III,Ruang KACER 2,2,diupdate 8 jam yang lalu
SUMATERA UTARA,RS Umum Yoshua,Kelas III,Ruang MERAK 3,2,diupdate 8 jam yang lalu
SUMATERA UTARA,RS Umum Yoshua,Kelas III,Ruang MERAK 6,2,diupdate 8 jam yang lalu
SUMATERA UTARA,RS Umum Yoshua,Kelas III,Ruang PIPIT,0,diupdate 8 jam yang lalu
SUMATERA UTARA,RS Umum Yoshua,Kelas III,Ruang KACER 1,3,diupdate 8 jam yang lalu
SUMATERA UTARA,RS Umum Yoshua,Kelas III,Ruang MERAK 2,2,diupdate 8 jam yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas I,"Ruang 813A,813B",0,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas I,"Ruang 711A,711B",1,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas I,"Ruang 910A,910B",0,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas I,"Ruang 714A,714B",2,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas I,"Ruang 913A,913B",0,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas I,"Ruang 811A,811B",1,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas I,"Ruang 710A,710B",1,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas I,"Ruang 909A,909B",0,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas I,"Ruang 713A,713B",2,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas I,"Ruang 912A,912B",1,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas I,"Ruang 810A,810B",0,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas I,"Ruang 709A,709B",1,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas I,"Ruang 814A,814B",0,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas I,"Ruang 712A,712B",0,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas I,"Ruang 911A,911B",0,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas I,"Ruang 809A,809B",0,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas I,"Ruang 914A,914B",0,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas I,"Ruang 812A,812B",0,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas II,"Ruang 804A,804B",0,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas II,"Ruang 704A,704B",1,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas II,"Ruang 1004A,1004B",1,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas II,"Ruang 807A,807B",0,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas II,"Ruang 707A,707B",0,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas II,"Ruang 1007A,1007B",0,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas II,"Ruang 405A,405B",0,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas II,"Ruang 902A,902B",0,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas II,"Ruang 802A,802B",0,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas II,"Ruang 503A,503B",0,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas II,"Ruang 905A,905B",2,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas II,"Ruang 601A,601B",1,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas II,"Ruang 607A,607B",0,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas II,"Ruang 908A,908B",0,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas II,"Ruang 703A,703B",0,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas II,"Ruang 1003A,1003B",1,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas II,"Ruang 806A,806B",0,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas II,"Ruang 706A,706B",0,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas II,"Ruang 1006A,1006B",0,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas II,"Ruang 403A,403B",0,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas II,"Ruang 901A,901B",1,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas II,"Ruang 801A,801B",0,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas II,"Ruang 501A,501B",0,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas II,"Ruang 904A,904B",2,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas II,"Ruang 507A,507B",1,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas II,"Ruang 605A,605B",0,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas II,"Ruang 907A,907B",0,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas II,"Ruang 702A,702B",1,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas II,"Ruang 1002A,1002B",0,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas II,"Ruang 805A,805B",0,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas II,"Ruang 705A,705B",0,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas II,"Ruang 1005A,1005B",0,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas II,"Ruang 401A,402B",0,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas II,"Ruang 808A,808B",0,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas II,"Ruang 708A,708B",1,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas II,"Ruang 1008A,1008B",1,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas II,"Ruang 407A,407B",0,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas II,"Ruang 903A,903B",0,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas II,"Ruang 803A,803B",0,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas II,"Ruang 505A,505B",1,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas II,"Ruang 603A,603B",0,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas II,"Ruang 906A,906B",0,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas II,"Ruang 701A,701B",0,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas II,"Ruang 1001A,1001B",0,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas III,"Ruang 1009A,1009B,1009C",0,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas III,"Ruang 1012A,1012B,1012C",0,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas III,"Ruang 411A,411B,411C",1,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas III,"Ruang 511A,511B,511C",0,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas III,"Ruang 514A,514B,514C",0,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas III,"Ruang 611A,611B,611C",0,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas III,"Ruang 614A,614B,614C",0,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas III,"Ruang 1011A,1011B,1011C",1,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas III,"Ruang 410A,410B,410C",1,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas III,"Ruang 1014A,1014B,1014C",0,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas III,"Ruang 510A,510B,510C",0,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas III,"Ruang 513A,513B,513C",0,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas III,"Ruang 610A,610B,610C",0,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas III,"Ruang 613A,613B,614C",0,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas III,"Ruang 1010A,1010B,1010C",2,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas III,"Ruang 409A,409B,409C",2,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas III,"Ruang 1013A,1013B,1013C",0,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas III,"Ruang 509A,509B,509C",1,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas III,"Ruang 512A,512B,512C",0,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas III,"Ruang 609A,609B,609C",0,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Mitra Medika,Kelas III,"Ruang 612A,612B,612C",0,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Ibu dan Anak Pramaliesa,Kelas I,Ruang Pipit I - B,1,diupdate 5 menit yang lalu
SUMATERA UTARA,RS Ibu dan Anak Pramaliesa,Kelas I,Ruang Pipit I-D,1,diupdate 5 menit yang lalu
SUMATERA UTARA,RS Ibu dan Anak Pramaliesa,Kelas I,Ruang Kenari I L3 B,0,diupdate 5 menit yang lalu
SUMATERA UTARA,RS Ibu dan Anak Pramaliesa,Kelas I,Ruang Pipit I-C,1,diupdate 5 menit yang lalu
SUMATERA UTARA,RS Ibu dan Anak Pramaliesa,Kelas I,Ruang Kenari I L3  A,0,diupdate 5 menit yang lalu
SUMATERA UTARA,RS Ibu dan Anak Pramaliesa,Kelas I,Ruang Pipit I-A,0,diupdate 5 menit yang lalu
SUMATERA UTARA,RS Ibu dan Anak Pramaliesa,Kelas II,Ruang Pipit II G - II H,2,diupdate 5 menit yang lalu
SUMATERA UTARA,RS Ibu dan Anak Pramaliesa,Kelas II,Ruang Pipit II M- II N,1,diupdate 5 menit yang lalu
SUMATERA UTARA,RS Ibu dan Anak Pramaliesa,Kelas II,Ruang Kenari L3 II A - II B,3,diupdate 5 menit yang lalu
SUMATERA UTARA,RS Ibu dan Anak Pramaliesa,Kelas II,Ruang Pipit II E - II F,2,diupdate 5 menit yang lalu
SUMATERA UTARA,RS Ibu dan Anak Pramaliesa,Kelas II,Ruang Pipit II K - II L,2,diupdate 5 menit yang lalu
SUMATERA UTARA,RS Ibu dan Anak Pramaliesa,Kelas II,Ruang Pipit II C - II D,0,diupdate 5 menit yang lalu
SUMATERA UTARA,RS Ibu dan Anak Pramaliesa,Kelas II,Ruang Pipit II I - II J,1,diupdate 5 menit yang lalu
SUMATERA UTARA,RS Ibu dan Anak Pramaliesa,Kelas II,Ruang Pipit II A - IIB,1,diupdate 5 menit yang lalu
SUMATERA UTARA,RS Ibu dan Anak Pramaliesa,Kelas III,Ruang Pipit III D - III F,2,diupdate 5 menit yang lalu
SUMATERA UTARA,RS Ibu dan Anak Pramaliesa,Kelas III,Ruang Pipit III A - IIIC,0,diupdate 5 menit yang lalu
SUMATERA UTARA,RS Ibu dan Anak Pramaliesa,Kelas III,Ruang Kenari L3 III A - III B,2,diupdate 5 menit yang lalu
SUMATERA UTARA,RS Umum Mahkota Bidadari,Kelas I,Ruang B-301,0,diupdate 46 menit yang lalu
SUMATERA UTARA,RS Umum Mahkota Bidadari,Kelas I,Ruang B-004,0,diupdate 46 menit yang lalu
SUMATERA UTARA,RS Umum Mahkota Bidadari,Kelas I,Ruang B-007,1,diupdate 46 menit yang lalu
SUMATERA UTARA,RS Umum Mahkota Bidadari,Kelas I,Ruang B-402,2,diupdate 46 menit yang lalu
SUMATERA UTARA,RS Umum Mahkota Bidadari,Kelas I,Ruang B-003,0,diupdate 46 menit yang lalu
SUMATERA UTARA,RS Umum Mahkota Bidadari,Kelas I,Ruang B-006,0,diupdate 46 menit yang lalu
SUMATERA UTARA,RS Umum Mahkota Bidadari,Kelas I,Ruang B-302,1,diupdate 46 menit yang lalu
SUMATERA UTARA,RS Umum Mahkota Bidadari,Kelas I,Ruang B-403,1,diupdate 46 menit yang lalu
SUMATERA UTARA,RS Umum Mahkota Bidadari,Kelas I,Ruang B-001,0,diupdate 46 menit yang lalu
SUMATERA UTARA,RS Umum Mahkota Bidadari,Kelas I,Ruang B-005,0,diupdate 46 menit yang lalu
SUMATERA UTARA,RS Umum Mahkota Bidadari,Kelas I,Ruang B-002,1,diupdate 46 menit yang lalu
SUMATERA UTARA,RS Umum Mahkota Bidadari,Kelas II,Ruang C-401,0,diupdate 46 menit yang lalu
SUMATERA UTARA,RS Umum Mahkota Bidadari,Kelas II,Ruang C-002,0,diupdate 46 menit yang lalu
SUMATERA UTARA,RS Umum Mahkota Bidadari,Kelas II,Ruang C-404,0,diupdate 46 menit yang lalu
SUMATERA UTARA,RS Umum Mahkota Bidadari,Kelas II,Ruang C-005,0,diupdate 46 menit yang lalu
SUMATERA UTARA,RS Umum Mahkota Bidadari,Kelas II,Ruang C-008,0,diupdate 46 menit yang lalu
SUMATERA UTARA,RS Umum Mahkota Bidadari,Kelas II,Ruang C-301,0,diupdate 46 menit yang lalu
SUMATERA UTARA,RS Umum Mahkota Bidadari,Kelas II,Ruang B-401,2,diupdate 46 menit yang lalu
SUMATERA UTARA,RS Umum Mahkota Bidadari,Kelas II,Ruang C-001,0,diupdate 46 menit yang lalu
SUMATERA UTARA,RS Umum Mahkota Bidadari,Kelas II,Ruang C-403,0,diupdate 46 menit yang lalu
SUMATERA UTARA,RS Umum Mahkota Bidadari,Kelas II,Ruang C-004,1,diupdate 46 menit yang lalu
SUMATERA UTARA,RS Umum Mahkota Bidadari,Kelas II,Ruang C-007,0,diupdate 46 menit yang lalu
SUMATERA UTARA,RS Umum Mahkota Bidadari,Kelas II,Ruang C-010,0,diupdate 46 menit yang lalu
SUMATERA UTARA,RS Umum Mahkota Bidadari,Kelas II,Ruang C-303,0,diupdate 46 menit yang lalu
SUMATERA UTARA,RS Umum Mahkota Bidadari,Kelas II,Ruang C-402,0,diupdate 46 menit yang lalu
SUMATERA UTARA,RS Umum Mahkota Bidadari,Kelas II,Ruang C-003,0,diupdate 46 menit yang lalu
SUMATERA UTARA,RS Umum Mahkota Bidadari,Kelas II,Ruang C-405,0,diupdate 46 menit yang lalu
SUMATERA UTARA,RS Umum Mahkota Bidadari,Kelas II,Ruang C-006,0,diupdate 46 menit yang lalu
SUMATERA UTARA,RS Umum Mahkota Bidadari,Kelas II,Ruang C-009,0,diupdate 46 menit yang lalu
SUMATERA UTARA,RS Umum Mahkota Bidadari,Kelas II,Ruang C-302,0,diupdate 46 menit yang lalu
SUMATERA UTARA,RS Umum Mahkota Bidadari,Kelas III,Ruang D-402,2,diupdate 46 menit yang lalu
SUMATERA UTARA,RS Umum Mahkota Bidadari,Kelas III,Ruang D-004,0,diupdate 46 menit yang lalu
SUMATERA UTARA,RS Umum Mahkota Bidadari,Kelas III,Ruang D-405,0,diupdate 46 menit yang lalu
SUMATERA UTARA,RS Umum Mahkota Bidadari,Kelas III,Ruang D-007,0,diupdate 46 menit yang lalu
SUMATERA UTARA,RS Umum Mahkota Bidadari,Kelas III,Ruang D-002,0,diupdate 46 menit yang lalu
SUMATERA UTARA,RS Umum Mahkota Bidadari,Kelas III,Ruang D-010,0,diupdate 46 menit yang lalu
SUMATERA UTARA,RS Umum Mahkota Bidadari,Kelas III,Ruang D-014,0,diupdate 46 menit yang lalu
SUMATERA UTARA,RS Umum Mahkota Bidadari,Kelas III,Ruang D-302,0,diupdate 46 menit yang lalu
SUMATERA UTARA,RS Umum Mahkota Bidadari,Kelas III,Ruang D-401,0,diupdate 46 menit yang lalu
SUMATERA UTARA,RS Umum Mahkota Bidadari,Kelas III,Ruang D-404,2,diupdate 46 menit yang lalu
SUMATERA UTARA,RS Umum Mahkota Bidadari,Kelas III,Ruang D-006,0,diupdate 46 menit yang lalu
SUMATERA UTARA,RS Umum Mahkota Bidadari,Kelas III,Ruang D-001,0,diupdate 46 menit yang lalu
SUMATERA UTARA,RS Umum Mahkota Bidadari,Kelas III,Ruang D-013,0,diupdate 46 menit yang lalu
SUMATERA UTARA,RS Umum Mahkota Bidadari,Kelas III,Ruang D-009,0,diupdate 46 menit yang lalu
SUMATERA UTARA,RS Umum Mahkota Bidadari,Kelas III,Ruang D-012,0,diupdate 46 menit yang lalu
SUMATERA UTARA,RS Umum Mahkota Bidadari,Kelas III,Ruang D-301,0,diupdate 46 menit yang lalu
SUMATERA UTARA,RS Umum Mahkota Bidadari,Kelas III,Ruang D-304,0,diupdate 46 menit yang lalu
SUMATERA UTARA,RS Umum Mahkota Bidadari,Kelas III,Ruang D-403,1,diupdate 46 menit yang lalu
SUMATERA UTARA,RS Umum Mahkota Bidadari,Kelas III,Ruang D-005,0,diupdate 46 menit yang lalu
SUMATERA UTARA,RS Umum Mahkota Bidadari,Kelas III,Ruang D-406,1,diupdate 46 menit yang lalu
SUMATERA UTARA,RS Umum Mahkota Bidadari,Kelas III,Ruang D-008,0,diupdate 46 menit yang lalu
SUMATERA UTARA,RS Umum Mahkota Bidadari,Kelas III,Ruang D-003,0,diupdate 46 menit yang lalu
SUMATERA UTARA,RS Umum Mahkota Bidadari,Kelas III,Ruang D-011,0,diupdate 46 menit yang lalu
SUMATERA UTARA,RS Umum Mahkota Bidadari,Kelas III,Ruang D-015,0,diupdate 46 menit yang lalu
SUMATERA UTARA,RS Umum Mahkota Bidadari,Kelas III,Ruang D-303,0,diupdate 46 menit yang lalu
SUMATERA UTARA,RS Umum Melati Desa Pon,Kelas I,Ruang Flamboyan (Perempuan),2,diupdate 2 jam yang lalu
SUMATERA UTARA,RS Umum Melati Desa Pon,Kelas I,Ruang Flamboyan (Laki-Laki),2,diupdate 2 jam yang lalu
SUMATERA UTARA,RS Umum Melati Desa Pon,Kelas II,Ruang Mawar (Laki-Laki),2,diupdate 2 jam yang lalu
SUMATERA UTARA,RS Umum Melati Desa Pon,Kelas II,Ruang Mawar 2,2,diupdate 2 jam yang lalu
SUMATERA UTARA,RS Umum Melati Desa Pon,Kelas II,Ruang Kecubung (Anak-anak) II,1,diupdate 2 jam yang lalu
SUMATERA UTARA,RS Umum Melati Desa Pon,Kelas II,Ruang Mawar 1,2,diupdate 2 jam yang lalu
SUMATERA UTARA,RS Umum Melati Desa Pon,Kelas II,Ruang Mawar 4,2,diupdate 2 jam yang lalu
SUMATERA UTARA,RS Umum Melati Desa Pon,Kelas II,Ruang Mawar (Perempuan),2,diupdate 2 jam yang lalu
SUMATERA UTARA,RS Umum Melati Desa Pon,Kelas II,Ruang Mawar 3,2,diupdate 2 jam yang lalu
SUMATERA UTARA,RS Umum Melati Desa Pon,Kelas III,Ruang Anggrek (Laki-Laki),4,diupdate 2 jam yang lalu
SUMATERA UTARA,RS Umum Melati Desa Pon,Kelas III,Ruang Kecubung (Anak-anak) III,2,diupdate 2 jam yang lalu
SUMATERA UTARA,RS Umum Melati Desa Pon,Kelas III,Ruang Bersalin,1,diupdate 2 jam yang lalu
SUMATERA UTARA,RS Umum Melati Desa Pon,Kelas III,Ruang Anggrek (Perempuan),4,diupdate 2 jam yang lalu
SUMATERA UTARA,RS Umum Daerah Dr. FL Tobing Sibolga,Kelas I,Ruang Ruang Rawat Anggrek,0,diupdate 2 menit yang lalu
SUMATERA UTARA,RS Umum Daerah Dr. FL Tobing Sibolga,Kelas I,Ruang Ruang Rawat Mawar,0,diupdate 6 menit yang lalu
SUMATERA UTARA,RS Umum Daerah Dr. FL Tobing Sibolga,Kelas I,Ruang Ruang Rawat Bougenville,1,diupdate 10 menit yang lalu
SUMATERA UTARA,RS Umum Daerah Dr. FL Tobing Sibolga,Kelas I,Ruang Ruang Rawat Melati,0,diupdate 16 menit yang lalu
SUMATERA UTARA,RS Umum Daerah Dr. FL Tobing Sibolga,Kelas II,Ruang Ruang Rawat Anggrek,3,diupdate 3 menit yang lalu
SUMATERA UTARA,RS Umum Daerah Dr. FL Tobing Sibolga,Kelas II,Ruang Ruang Rawat Mawar,2,diupdate 5 menit yang lalu
SUMATERA UTARA,RS Umum Daerah Dr. FL Tobing Sibolga,Kelas III,Ruang Ruang Rawat Melur,0,diupdate 4 menit yang lalu
SUMATERA UTARA,RS Umum Daerah Dr. FL Tobing Sibolga,Kelas III,Ruang Ruang Rawat Flamboyan,27,diupdate 19 menit yang lalu
SUMATERA UTARA,RS Umum Daerah Dr. FL Tobing Sibolga,Kelas III,Ruang Ruang Rawat Dahlia,0,diupdate 11 menit yang lalu
SUMATERA UTARA,RS Umum Daerah Dr. FL Tobing Sibolga,Kelas III,Ruang Ruang Rawat Bougenville,1,diupdate 21 menit yang lalu
SUMATERA UTARA,RS Umum Daerah Dr. FL Tobing Sibolga,Kelas III,Ruang Ruang Rawat Mawar,2,diupdate 14 menit yang lalu
SUMATERA UTARA,RS Umum Daerah Dr. FL Tobing Sibolga,Kelas III,Ruang Ruang Rawat Melati,0,diupdate 18 menit yang lalu
SUMATERA UTARA,RS Umum Vita Insani,Kelas I,Ruang Anggrek Kelas 1,2,diupdate 1 menit yang lalu
SUMATERA UTARA,RS Umum Vita Insani,Kelas I,Ruang Emerald Kelas 1,2,diupdate kurang dari 1 menit yang lalu
SUMATERA UTARA,RS Umum Vita Insani,Kelas I,Ruang Ruby Kelas 1,3,diupdate 4 menit yang lalu
SUMATERA UTARA,RS Umum Vita Insani,Kelas I,Ruang Cendana Kelas 1,5,diupdate kurang dari 1 menit yang lalu
SUMATERA UTARA,RS Umum Vita Insani,Kelas I,Ruang Mawar Kelas 1,0,diupdate kurang dari 1 menit yang lalu
SUMATERA UTARA,RS Umum Vita Insani,Kelas I,Ruang Cendrawasih Kelas 1,1,diupdate 1 menit yang lalu
SUMATERA UTARA,RS Umum Vita Insani,Kelas I,Ruang Mahoni Kelas 1,2,diupdate kurang dari 1 menit yang lalu
SUMATERA UTARA,RS Umum Vita Insani,Kelas I,Ruang Safir Kelas 1,0,diupdate 4 menit yang lalu
SUMATERA UTARA,RS Umum Vita Insani,Kelas II,Ruang Cendana Kelas 2,1,diupdate kurang dari 1 menit yang lalu
SUMATERA UTARA,RS Umum Vita Insani,Kelas II,Ruang Melati Kelas 2,1,diupdate kurang dari 1 menit yang lalu
SUMATERA UTARA,RS Umum Vita Insani,Kelas II,Ruang Cendrawasih Kelas 2,5,diupdate 1 menit yang lalu
SUMATERA UTARA,RS Umum Vita Insani,Kelas II,Ruang Mawar Kelas 2,0,diupdate kurang dari 1 menit yang lalu
SUMATERA UTARA,RS Umum Vita Insani,Kelas II,Ruang Anggrek Kelas 2,7,diupdate 1 menit yang lalu
SUMATERA UTARA,RS Umum Vita Insani,Kelas II,Ruang Mahoni Kelas 2,2,diupdate kurang dari 1 menit yang lalu
